"keggcom","text"
"https://www.kegg.jp/entry/C16439","Leucine-enriched essential amino acid supplementation in mechanically ventilated trauma patients: a feasibility study"
"https://www.kegg.jp/entry/C00378","Methods and design:                    The Vitamin C, Thiamine and Steroids in Sepsis (VICTAS) trial is a multicenter, double-blind, adaptive sample size, randomized, placebo-controlled trial designed to test the efficacy of combination therapy with vitamin C (1.5 g), thiamine (100 mg), and hydrocortisone (50 mg) given every 6 h for up to 16 doses in patients with respiratory or circulatory dysfunction (or both) resulting from sepsis."
"https://www.kegg.jp/entry/C00378","Update to the Vitamin C, Thiamine and Steroids in Sepsis (VICTAS) protocol: statistical analysis plan for a prospective, multicenter, double-blind, adaptive sample size, randomized, placebo-controlled, clinical trial"
"https://www.kegg.jp/entry/C00078","NAD+-Precursor Supplementation With L-Tryptophan, Nicotinic Acid, and Nicotinamide Does Not Affect Mitochondrial Function or Skeletal Muscle Function in Physically Compromised Older Adults"
"https://www.kegg.jp/entry/C00155","Very High Plasma Homocysteine without Malnutrition or Inherited Disorder"
"https://www.kegg.jp/entry/C00155","Homocysteine concentrations are associated with the incidence of stroke but other sulfur-containing compounds in the related metabolic pathway have not yet been investigated for an association with incident cerebrovascular diseases."
"https://www.kegg.jp/entry/C00089","The Impact of a Diet Containing Sucrose and Systematically Repeated Starvation on the Oxidative Status of the Uterus and Ovary of Rats"
"https://www.kegg.jp/entry/C00255","Suboptimal Biochemical Riboflavin Status Is Associated with Lower Hemoglobin and Higher Rates of Anemia in a Sample of Canadian and Malaysian Women of Reproductive Age"
"https://www.kegg.jp/entry/C00025","Background and aims:                    Glutamate, glutamine are involved in energy metabolism, and have been related to cardiometabolic disorders."
"https://www.kegg.jp/entry/C00062","Effects of Beetroot Powder with or without L-Arginine on Postprandial Vascular Endothelial Function: Results of a Randomized Controlled Trial with Abdominally Obese Men"
"https://www.kegg.jp/entry/C00794","Methods:                    Sorbitol was estimated by the fluorometric method in the retina of WNIN/Ob rats at different age (3-, 6- and 12- months), along with their respective lean rats."
"https://www.kegg.jp/entry/C02477","Dynamics of Serum Retinol and Alpha-Tocopherol Levels According to Non-Alcoholic Fatty Liver Disease Status"
"https://www.kegg.jp/entry/C00369","Starch digestibility was lower (&gt;i&lt;p&gt;/i&lt; &lt; 0.05) for dogs fed the basic diet + corn meal."
"https://www.kegg.jp/entry/C16439","A Diet Rich in Fish Oil and Leucine Ameliorates Hypercalcemia in Tumour-Induced Cachectic Mice"
"https://www.kegg.jp/entry/C00504","Folic acid concentrations increased and the percentage of individuals with glucose (40.4% to 3.7%), triglycerides (38% to 7.4%), HDL cholesterol (31 % to 7.4%) and uric acid (70.5% to 11.1%) abnormalities reduced."
"https://www.kegg.jp/entry/C00318","Liver-Oriented Acute Metabolic Effects of A Low Dose of L-Carnitine under Fat-Mobilizing Conditions: Pilot Human Clinical Trial"
"https://www.kegg.jp/entry/C16439","Leucine, a branched amino acid, has anti-obesity effects on glucose tolerance, lipid metabolism, and insulin sensitivity."
"https://www.kegg.jp/entry/C16439","Leucine also modulates mitochondrial dysfunction, representing a new strategy to target aging, neurodegenerative disease, obesity, diabetes, and cardiovascular disease."
"https://www.kegg.jp/entry/C00504","Folic acid in pregnancy and mortality from cancer and cardiovascular disease: further follow-up of the Aberdeen folic acid supplementation trial"
"https://www.kegg.jp/entry/C00378","Thiamine treatment also decreased hyperglycemia and increased the glycogen content of the liver, but it did not improve insulin sensitivity, suggesting that steatosis can be addressed independently of targeting insulin resistance."
"https://www.kegg.jp/entry/C00089","Sucrose consumption can cause obesity and nonalcoholic fatty liver disease (NAFLD)."
"https://www.kegg.jp/entry/C00378","Methods:                    The Vitamin C, Thiamine and Steroids in Sepsis (VICTAS) trial is a prospective, multi-center, double-blind, adaptive sample size, randomized, placebo-controlled trial."
"https://www.kegg.jp/entry/C00378","The Vitamin C, Thiamine and Steroids in Sepsis (VICTAS) Protocol: a prospective, multi-center, double-blind, adaptive sample size, randomized, placebo-controlled, clinical trial"
"https://www.kegg.jp/entry/C00089","Sucrose content was higher in HP and TD than in SD green coffees."
"https://www.kegg.jp/entry/C00714","Highly Branched RG-I Domain Enrichment Is Indispensable for Pectin Mitigating against High-Fat Diet-Induced Obesity"
"https://www.kegg.jp/entry/C16439","Leucine metabolites do not induce changes in phase angle, bioimpedance vector analysis patterns, and strength in resistance trained men"
"https://www.kegg.jp/entry/C16439","A Vitamin D, Calcium and Leucine-Enriched Whey Protein Nutritional Supplement Improves Measures of Bone Health in Sarcopenic Non-Malnourished Older Adults: The PROVIDE Study"
"https://www.kegg.jp/entry/C00147","Adenine-treated animals experienced weight-loss, polyuria and polydipsia; however, these effects were significantly attenuated in adenine-treated Gunn rats."
"https://www.kegg.jp/entry/C00155","Serum Vitamins and Homocysteine Levels in Obsessive-Compulsive Disorder: A Systematic Review and Meta-Analysis"
"https://www.kegg.jp/entry/C05443","Genetic Variations in VDR could Modulate the Efficacy of Vitamin D3 Supplementation on Inflammatory Markers and Total Antioxidant Capacity among Breast Cancer Women: A Randomized Double Blind Controlled Trial"
"https://www.kegg.jp/entry/C05443","The aim of this study is to investigate the possible effect of Vitamin D3 on serum ADMA levels in ulcerative colitis (UC) patients."
"https://www.kegg.jp/entry/C00255","Associations of Dietary Riboflavin, Niacin, and Retinol with Age-related Hearing Loss: An Analysis of Korean National Health and Nutrition Examination Survey Data"
"https://www.kegg.jp/entry/C00369","Starch based gluten-free bread (formulations containing mixture of corn and potato starch with hydrocolloids) are deficient in nutrients and do not contain health promoting compounds."
"https://www.kegg.jp/entry/C00378","Effect of Vitamin C, Thiamine, and Hydrocortisone on Ventilator- and Vasopressor-Free Days in Patients With Sepsis: The VICTAS Randomized Clinical Trial"
"https://www.kegg.jp/entry/C05443","Vitamin D3 Dose Requirement That Raises 25-Hydroxyvitamin D to Desirable Level in Overweight and Obese Elderly"
"https://www.kegg.jp/entry/C00025","Potential of Medicinal Plants as Neuroprotective and Therapeutic Properties Against Amyloid-β-Related Toxicity, and Glutamate-Induced Excitotoxicity in Human Neural Cells"
"https://www.kegg.jp/entry/C05443","Vitamin D3 (cholecalciferol) deficiency has been documented as a persistent problem among adults, children, and elderly persons in most of the countries."
"https://www.kegg.jp/entry/C00061","Using sequence analysis and biochemical characterization, we found that NasN is an NADPH-dependent, diflavin-containing monomeric enzyme composed of a canonical molybdopterin cofactor-binding catalytic domain and an FMN-FAD/NAD-binding, electron-receiving/transferring domain, making it unique among all previously reported hetero-oligomeric NASs."
"https://www.kegg.jp/entry/C00016","Using sequence analysis and biochemical characterization, we found that NasN is an NADPH-dependent, diflavin-containing monomeric enzyme composed of a canonical molybdopterin cofactor-binding catalytic domain and an FMN-FAD/NAD-binding, electron-receiving/transferring domain, making it unique among all previously reported hetero-oligomeric NASs."
"https://www.kegg.jp/entry/C00025","Glutamate and aspartate alleviate testicular/epididymal oxidative stress by supporting antioxidant enzymes and immune defense systems in boars"
"https://www.kegg.jp/entry/C00153","Nicotinamide Ameliorates Dextran Sulfate Sodium-Induced Chronic Colitis in Mice through Its Anti-Inflammatory Properties and Modulates the Gut Microbiota"
"https://www.kegg.jp/entry/C00155","Association of Methionine to Homocysteine Status With Brain Magnetic Resonance Imaging Measures and Risk of Dementia"
"https://www.kegg.jp/entry/C00379","Xylitol enhances synthesis of propionate in the colon via cross-feeding of gut microbiota"
"https://www.kegg.jp/entry/C00155","Homocysteine, B vitamins, and cardiovascular disease: a Mendelian randomization study"
"https://www.kegg.jp/entry/C00037","Dietary Supplementation with Glycine Enhances Intestinal Mucosal Integrity and Ameliorates Inflammation in C57BL/6J Mice with High-Fat Diet-Induced Obesity"
"https://www.kegg.jp/entry/C00155","Results:                    Homocysteine and MDA levels were significantly different between women with preeclampsia and normal pregnancies (&gt;i&lt;p&gt;/i&lt;-value &lt;0.001)."
"https://www.kegg.jp/entry/C16439","Utilization of Hydroxyl-Methyl Butyrate, Leucine, Glutamine and Arginine Supplementation in Nutritional Management of Sarcopenia-Implications and Clinical Considerations for Type 2 Diabetes Mellitus Risk Modulation"
"https://www.kegg.jp/entry/C05443","Vitamin D3 supplementation should be considered in IBS-D patients who suffer from vitamin D deficiency and/or insufficiency."
"https://www.kegg.jp/entry/C05443","Vitamin D3 Supplementation in Diarrhea-Predominant Irritable Bowel Syndrome Patients: The Effects on Symptoms Improvement, Serum Corticotropin-Releasing Hormone, and Interleukin-6 - A Randomized Clinical Trial"
"https://www.kegg.jp/entry/C00016","Various nutritional signals are transduced by two epigenetic pathways: NAD-dependent sirtuin Sirt1 (NAD&gt;sup&lt;+&gt;/sup&lt;-Sirt1) deacetylase and flavin adenine dinucleotide-dependent lysine-specific demethylase 1 (FAD-LSD1)."
"https://www.kegg.jp/entry/C00016","Distinct Roles of the NAD +-Sirt1 and FAD-LSD1 Pathways in Metabolic Response and Tissue Development"
"https://www.kegg.jp/entry/C05443","Vitamin D3 supplementation improves serum SFRP5 and Wnt5a levels in patients with type 2 diabetes: A randomized, double-blind, placebo-controlled trial"
"https://www.kegg.jp/entry/C00155","Homocysteine-lowering exercise effect is greater in hyperhomocysteinemic people living with HIV: a randomized clinical trial"
"https://www.kegg.jp/entry/C00378","Introduction:                    Thiamine (vitamin B1) deficiency remains a concern in Cambodia where women with low thiamine intake produce thiamine-poor milk, putting their breastfed infants at risk of impaired cognitive development and potentially fatal infantile beriberi."
"https://www.kegg.jp/entry/C00378","Thiamine fortification of salt is a potentially low-cost, passive means of combating thiamine deficiency; however, both the dose of thiamine required to optimise milk thiamine concentrations as well as usual salt intake of lactating women are unknown."
"https://www.kegg.jp/entry/C05443","Vitamin D3 might improve headache characteristics and protect against inflammation in migraine: a randomized clinical trial"
"https://www.kegg.jp/entry/C00155","Association of Leukocyte Telomere Length with Mild Cognitive Impairment and Alzheimer&#39;s Disease: Role of Folate and Homocysteine"
"https://www.kegg.jp/entry/C00120","Association between Serum Biotin Levels and Cedar Pollinosis in Japanese Schoolchildren"
"https://www.kegg.jp/entry/C00089","High Levels of Dietary Lard or Sucrose May Aggravate Lysosomal Renal Injury in Non-Obese, Streptozotocin-Injected CD-1 Mice Provided Isocaloric Diets"
"https://www.kegg.jp/entry/C00714","Pectin has shown immunomodulatory effects on allergies, although the underlying mechanisms still need to be elucidated."
"https://www.kegg.jp/entry/C00714","The Dietary Fiber Pectin: Health Benefits and Potential for the Treatment of Allergies by Modulation of Gut Microbiota"
"https://www.kegg.jp/entry/C00037","Glycine increases fat-free mass in malnourished haemodialysis patients: a randomized double-blind crossover trial"
"https://www.kegg.jp/entry/C00089","Results:                    Sucrose consumption was associated with a higher odds and fiber consumption with a lower odds of ADT after accounting for age, race/ethnicity, body mass index, and tumor characteristics (odds ratio [OR] (95% confidence interval [CI]) 5.68 (1.71, 18.9) for 3rd vs. 1st sucrose tertile and 0.88 (0.81, 0.96) per gram of fiber/day, respectively)."
"https://www.kegg.jp/entry/C00318","Conclusion:                    L-Carnitine could be a valuable dietary supplement in patients with type II diabetes who follow a Mediterranean diet and are under recommended treatment."
"https://www.kegg.jp/entry/C00318","L-Carnitine as a Diet Supplement in Patients With Type II Diabetes"
"https://www.kegg.jp/entry/C00378","Thiamine-responsive acute severe pulmonary hypertension in exclusively breastfeeding infants: a prospective observational study"
"https://www.kegg.jp/entry/C00318","L-Carnitine&#39;s Effect on the Biomarkers of Metabolic Syndrome: A Systematic Review and Meta-Analysis of Randomized Controlled Trials"
"https://www.kegg.jp/entry/C00155","Prognostic Significance of Homocysteine Level on Neurological Outcome in Brain Arteriovenous Malformations"
"https://www.kegg.jp/entry/C00378","A Case Report of Nonalcoholic Gayet-Wernicke Encephalopathy: Don&#39;t Miss Thiamine"
"https://www.kegg.jp/entry/C00037","Glycine supplementation has been reported to alleviate lipopolysaccharide (LPS)-induced lung injury in mice."
"https://www.kegg.jp/entry/C00037","Glycine Attenuates Lipopolysaccharide-Induced Acute Lung Injury by Regulating NLRP3 Inflammasome and NRF2 Signaling"
"https://www.kegg.jp/entry/C00116","Valorization of Crude Glycerol, Residue Deriving from Biodiesel- Production Process, with the Use of Wild-type New Isolated Yarrowia lipolytica Strains: Production of Metabolites with Pharmaceutical and Biotechnological Interest"
"https://www.kegg.jp/entry/C00504","Folic acid is a well-known essential nutrient whose deficiency has been linked to neurocognitive dysfunctions, owing to hyperhomocysteinemia, an independent risk factor for cardio- and cerebrovascular diseases, including cognitive impairment, Alzheimer's Disease, and vascular dementia."
"https://www.kegg.jp/entry/C00718","Amylose content and starch crystallinity in corn decreased significantly (&gt;i&lt;p&gt;/i&lt; &lt; 0.05) at an irradiation dose higher than 20 kGy."
"https://www.kegg.jp/entry/C00155","Homocysteine effects on brain atrophy rate were modified by iron and cysteine."
"https://www.kegg.jp/entry/C00369","Starch hydrolysis during mashing: A study of the activity and thermal inactivation kinetics of barley malt α-amylase and β-amylase"
"https://www.kegg.jp/entry/C01673","Calcitriol Suppresses Warburg Effect and Cell Growth in Human Colorectal Cancer Cells"
"https://www.kegg.jp/entry/C00369","Starch plays a crucial role in the stabilization and dispersion of Se NPs, as noticed from the TEM and EDS investigations."
"https://www.kegg.jp/entry/C00025","High Plasma Glutamate and a Low Glutamine-to-Glutamate Ratio Are Associated with Increased Risk of Heart Failure but Not Atrial Fibrillation in the Prevención con Dieta Mediterránea (PREDIMED) Study"
"https://www.kegg.jp/entry/C00255","Background:                    Riboflavin is required for erythropoiesis, which is increased in people with hemoglobinopathies due to increased hemolysis and erythrocyte turnover."
"https://www.kegg.jp/entry/C00155","Results:                    Homocysteine level was higher in subjects with depression in comparison with healthy controls (weight mean difference = 2.53 µmol/L, 95% confidence interval: 1.77, 3.30), and the depression diagnostic tool was a source of heterogeneity."
"https://www.kegg.jp/entry/C00155","Homocysteine level was significantly higher in subjects with depression in studies that used Diagnostic and Statistical Manual of Mental Disorders-IV (DSM-IV), Geriatric Depression Scale (GDS), Zung Self-Rating Depression Scale (ZDRS) and Beck Depression Index II (BDI-II) as depression diagnostic tools."
"https://www.kegg.jp/entry/C00025","Glutamate interactions with obesity, insulin resistance, cognition and gut microbiota composition"
"https://www.kegg.jp/entry/C00714","Background and objectives:                    Pectin-containing liquid enteral nutrition (PCLEN) contains pectin, which becomes solid in the stomach and therefore mitigates vomiting and diarrhea."
"https://www.kegg.jp/entry/C00072","Ascorbate status was higher in women than in men, and exercising patients had higher levels than sedentary patients."
"https://www.kegg.jp/entry/C16439","Leucine and branched-chain amino acid metabolism contribute to the growth of bone sarcomas by regulating AMPK and mTORC1 signaling"
"https://www.kegg.jp/entry/C00237","The single-breath method was used to measure the lung diffusing capacity for carbon monoxide (DLCO and the transfer coefficient of the lungs for carbon monoxide (K&lt;inf&gt;CO&lt;/inf&gt;) before and after 10 training sessions over 4 weeks along 207 pre- to postevaluations."
"https://www.kegg.jp/entry/C00237","Results:                    Swimming training consistently decreased lung diffusion capacity during the follow-up period, both DL&lt;inf&gt;CO&lt;/inf&gt; (44.4±8.1 to 43.3±8.9 mL·min-1·mmHg-1, P=0.047, ŋ&gt;sup&lt;2&gt;/sup&lt;&lt;inf&gt;p&lt;/inf&gt;=0.55) and K&lt;inf&gt;CO&lt;/inf&gt; (5.92±0.79 to 5.70±0.81 mL·min-1·mmHg-1·L-1, P=0.003, ŋ&gt;sup&lt;2&gt;/sup&lt;&lt;inf&gt;p&lt;/inf&gt;=0.75)."
"https://www.kegg.jp/entry/C00237","Conclusions:                    Elite swimmers experience a subclinical impairment in lung diffusing capacity after swimming exercise, but the stress caused by swimming on the lungs and the acute reduction in DL&lt;inf&gt;CO&lt;/inf&gt; does not lead to physiological dysfunction."
"https://www.kegg.jp/entry/C00378","Thiamine can deplete rapidly in CD and UC, which can lead to Wernicke's encephalopathy (WE), is an acute neurologic disorder."
"https://www.kegg.jp/entry/C00072","Ascorbate concentrations were positively correlated with ferritin concentrations in Caco-2 cells - an accurate predictor of Fe bioavailability in human digestion - exposed to &gt;i&lt;in vitro&gt;/i&lt; digests of NS and 35S-&gt;i&lt;OsGGP&gt;/i&lt; BR and GBR samples."
"https://www.kegg.jp/entry/C00072","Ascorbate concentrations were negligible in both null segregant (NS) and 35S-&gt;i&lt;OsGGP&gt;/i&lt; brown rice (BR, unpolished grain), but significantly increased in 35S-&gt;i&lt;OsGGP&gt;/i&lt; germinated brown rice (GBR) relative to NS."
"https://www.kegg.jp/entry/C00369","Starch Digestion-Related Amylase Genetic Variants, Diet, and Changes in Adiposity: Analyses in Prospective Cohort Studies and a Randomized Dietary Intervention"
"https://www.kegg.jp/entry/C00037","Glycine concentrations in serum and liver were markedly lower in obese versus lean rats."
"https://www.kegg.jp/entry/C00072","Ascorbate attenuates cycling exercise-induced neuromuscular fatigue but fails to improve exertional dyspnea and exercise tolerance in COPD"
"https://www.kegg.jp/entry/C00255","Riboflavin intervention may thus offer a personalised approach to prevent the onset of hypertension in adults with the TT genotype; however, this requires confirmation in a randomised trial in non-hypertensive adults."
"https://www.kegg.jp/entry/C00255","Riboflavin supplementation alters global and gene-specific DNA methylation in adults with the MTHFR 677 TT genotype"
"https://www.kegg.jp/entry/C00155","Homocysteine concentrations in nonobese patients with polycystic ovarian syndrome (PCOS) were lower than obese patients with PCOS (SMD = 0.48, 95% CI = 0.20-0.77, P &lt; .01; I&gt;sup&lt;2 &gt;/sup&lt; = 39% and P = .18 for heterogeneity)."
"https://www.kegg.jp/entry/C00504","What is Known: • Folic acid is an essential micronutrient for optimal growth and development; its deficit is associated with adverse health effects."
"https://www.kegg.jp/entry/C00155","Diagnostic Accuracy of Holotranscobalamin, Vitamin B12, Methylmalonic Acid, and Homocysteine in Detecting B12 Deficiency in a Large, Mixed Patient Population"
"https://www.kegg.jp/entry/C16439","Leucine-rich alpha 2 glycoprotein is a new marker for active disease of tuberculosis"
"https://www.kegg.jp/entry/C00369","Starch may change from typical single endotherm to biphasic endotherm (G1, G2) by HMT which corresponded to two viscosity peaks (PV&gt;sub&lt;1&gt;/sub&lt; and PV&gt;sub&lt;2&gt;/sub&lt;) in pasting analysis."
"https://www.kegg.jp/entry/C00504","Background:                    Folic acid has been shown to improve non-alcoholic steatohepatitis (NASH), but its roles in hepatic lipid metabolism, hepatic one-carbon metabolism, and gut microbiota are still unknown."
"https://www.kegg.jp/entry/C00504","Results:                    Folic acid treatment attenuated steatosis, lobular inflammation, and hepatocellular ballooning in rats with HFD-induced steatohepatitis."
"https://www.kegg.jp/entry/C00504","Folic acid attenuates high-fat diet-induced steatohepatitis via deacetylase SIRT1-dependent restoration of PPARα"
"https://www.kegg.jp/entry/C05443","The effects of Vitamin D3 supplementation on Spermatogram and endocrine factors in asthenozoospermia infertile men: a randomized, triple blind, placebo-controlled clinical trial"
"https://www.kegg.jp/entry/C00369","Starch-guest ICs has a great potential to be a delivery system, as most existing studies demonstrated the enhancement on guest retention and the possibility of controlled release."
"https://www.kegg.jp/entry/C00318","Novel Cardioprotective Effect of L-Carnitine on Obese Diabetic Mice: Regulation of Chemerin and CMKLRI Expression in Heart and Adipose Tissues"
"https://www.kegg.jp/entry/C05443","Correlating Circulating Vitamin D3 with Aspects of the Metabolic Syndrome and Nonalcoholic Fatty Liver Disease in Healthy Female Volunteers"
"https://www.kegg.jp/entry/C00369","The Perspective of Nectarine Fruit as a Sugar Substituent in Puddings Prepared with Corn and Rice Starch"
"https://www.kegg.jp/entry/C00062","L-Arginine Ameliorates Defective Autophagy in GM2 Gangliosidoses by mTOR Modulation"
"https://www.kegg.jp/entry/C00794","Sorbitol was the most commonly used LCS (2.9%)."
"https://www.kegg.jp/entry/C00318","L-Carnitine Tartrate Downregulates the ACE2 Receptor and Limits SARS-CoV-2 Infection"
"https://www.kegg.jp/entry/C02477","Circulating Alpha-Tocopherol Levels, Bone Mineral Density, and Fracture: Mendelian Randomization Study"
"https://www.kegg.jp/entry/C00153","Cross-Sectional Associations between Dietary Daily Nicotinamide Intake and Patient-Reported Outcomes in Colorectal Cancer Survivors, 2 to 10 Years Post-Diagnosis"
"https://www.kegg.jp/entry/C05441","Vitamin D2 may play a role in preventing vitamin D deficiency in Chinese children aged 3-5 years."
"https://www.kegg.jp/entry/C16439","Leucine has been shown to improve obesity-related metabolic signatures; however, evidence for the effect of leucine on IMCL and the underlying mechanisms are still lacking."
"https://www.kegg.jp/entry/C00078","Dietary L-Tryptophan Regulates Colonic Serotonin Homeostasis in Mice with Dextran Sodium Sulfate-Induced Colitis"
"https://www.kegg.jp/entry/C05443","Laboratory investigations of hypercalcemia involve testing of various biochemical parameters such as parathyroid hormone (PTH), 25-(OH) Vitamin D (25-(OH) VitD), 1,25-(OH)&gt;sub&lt;2&gt;/sub&lt; Vitamin D3 (calcitriol) and PTH related peptide (PTHrp)."
"https://www.kegg.jp/entry/C00025","Chlorogenic Acid Decreases Glutamate Release from Rat Cortical Nerve Terminals by P/Q-Type Ca 2+ Channel Suppression: A Possible Neuroprotective Mechanism"
"https://www.kegg.jp/entry/C00089","NO x-, IL-1β-, TNF-α-, and IL-6-Inhibiting Effects and Trypanocidal Activity of Banana ( Musa acuminata) Bracts and Flowers: UPLC-HRESI-MS Detection of Phenylpropanoid Sucrose Esters"
"https://www.kegg.jp/entry/C00089","Pomegranate Extract Improves Colitis in IL-10 Knockout Mice Fed a High Fat High Sucrose Diet"
"https://www.kegg.jp/entry/C00864","Pantothenate, formic acid and glycine were downregulated by obesity, while formic acid, dimethylamine and galactose were downregulated in pre-GDM."
"https://www.kegg.jp/entry/C02477","Methods:                    We measured serum metabolites using untargeted metabolomics in 1:1 matched nested case-control studies of liver cancer (n = 221 cases) and fatal liver disease (n = 242 cases) in the Alpha-Tocopherol, Beta-Carotene Cancer Prevention cohort (n = 29 133)."
"https://www.kegg.jp/entry/C00318","The effect of L-Carnitine supplementation on clinical symptoms, C-reactive protein and malondialdehyde in obese women with knee osteoarthritis: a double blind randomized controlled trial"
"https://www.kegg.jp/entry/C16439","The Association Between Leucine and Diabetic Nephropathy in Different Gender: A Cross-Sectional Study in Chinese Patients With Type 2 Diabetes"
"https://www.kegg.jp/entry/C00155","Associations of Homocysteine with B Vitamins and Zinc in Serum Levels of Patients with Type 2 Diabetes Mellitus: A Cross-Sectional Study"
"https://www.kegg.jp/entry/C00089","Sucrose as the carbon source, (NH&gt;sub&lt;4&gt;/sub&lt;)&gt;sub&lt;2&gt;/sub&lt;HPO&gt;sub&lt;4&gt;/sub&lt; as the nitrogen source, CaCl&gt;sub&lt;2&gt;/sub&lt; as the metal ion were obtained."
"https://www.kegg.jp/entry/C05443","Influence of Vitamin D3 Levels and T Cell-Related Cytokines in Human Milk on Coronavirus Disease 2019 Infection in Lactating Women"
"https://www.kegg.jp/entry/C01673","Background:                    Calcitriol, the active form of vitamin D, may inhibit colorectal cancer (CRC) progression, which has been mechanistically linked to an attenuation of a pro-inflammatory state."
"https://www.kegg.jp/entry/C00116","Glycerol and fatty acid release were measured as marker of lipid hydrolysis following starvation and β-adrenergic stimulation."
"https://www.kegg.jp/entry/C00155","Association of Homocysteine, Methionine, and MTHFR 677C&gt;T Polymorphism With Rate of Cardiovascular Multimorbidity Development in Older Adults in Sweden"
"https://www.kegg.jp/entry/C16439","Two groups were fed with a control diet (18% protein): Control (C) and Walker 256 tumour-bearing (W), and two other groups were fed with a leucine-rich diet (18% protein + 3% leucine): Leucine Control (L) and Leucine Walker 256 tumour-bearing (LW)."
"https://www.kegg.jp/entry/C16439","Leucine-Rich Diet Improved Muscle Function in Cachectic Walker 256 Tumour-Bearing Wistar Rats"
"https://www.kegg.jp/entry/C00025","In this study, two novel ACE inhibitory peptides of Val-Glu-Arg-Gly-Arg-Arg-lle-Thr-Ser-Val (Valine-Glutamate-Arginine-Glycine-Arginine-Arginine-Isoleucine-Threonine-Serine-Valine, VERGRRITSV) and Phe-Val-Ile-Glu-Pro-Asn-Ile-Thr-Pro-Ala (Phenylalanine-Valine-Isoleucine-Glutamate-Proline-Asparagine-Isoleucine-Threonine-Proline-Alanine, FVIEPNITPA) were isolated and purified from defatted walnut meal hydrolysates through a series of preparation processes including ultrafiltration, Sephadex G-15 gel chromatography, and reverse high performance liquid chromatography (RP-HPLC)."
"https://www.kegg.jp/entry/C00037","In this study, two novel ACE inhibitory peptides of Val-Glu-Arg-Gly-Arg-Arg-lle-Thr-Ser-Val (Valine-Glutamate-Arginine-Glycine-Arginine-Arginine-Isoleucine-Threonine-Serine-Valine, VERGRRITSV) and Phe-Val-Ile-Glu-Pro-Asn-Ile-Thr-Pro-Ala (Phenylalanine-Valine-Isoleucine-Glutamate-Proline-Asparagine-Isoleucine-Threonine-Proline-Alanine, FVIEPNITPA) were isolated and purified from defatted walnut meal hydrolysates through a series of preparation processes including ultrafiltration, Sephadex G-15 gel chromatography, and reverse high performance liquid chromatography (RP-HPLC)."
"https://www.kegg.jp/entry/C00089","A Pilot Study Comparing the Effects of Consuming 100% Orange Juice or Sucrose-Sweetened Beverage on Risk Factors for Cardiometabolic Disease in Women"
"https://www.kegg.jp/entry/C00037","Conclusions:                    Glycine supplementation is a nutritional strategy that may ameliorate C. rodentium-induced colitis by regulating ATF6α-CHOP-mediated ER stress and enhancing the abundance of Lactobacillus."
"https://www.kegg.jp/entry/C00037","Glycine supplementation is reported to reduce inflammatory responses in experimental colitis."
"https://www.kegg.jp/entry/C00037","Glycine suppresses the activation and infiltration of inflammatory cells, and secretion of pro-inflammatory cytokines in the colon tissues."
"https://www.kegg.jp/entry/C00037","Glycine Attenuates Citrobacter rodentium-Induced Colitis by Regulating ATF6-Mediated Endoplasmic Reticulum Stress in Mice"